id,isPublic,name,status,description,holderId,startTime,endTime,startDate,endDate
59,False,培訓活動計劃,active,認真衝業績啊你各位。,116,10:45:00,19:45:00,2022-10-21,2022-11-07
60,False,專題作業討論,active,討論實驗報告中的數據分析結果。,227,15:30:00,18:30:00,2024-05-07,2024-05-07
61,False,輕鬆聚會規劃,active,咖啡廳聚會，聊聊天。,702,08:00:00,14:00:00,2022-11-17,2022-12-03
62,False,產品研討更新,active,本次會議旨在解決現有的產品問題。,329,11:00:00,14:15:00,2022-12-20,2022-12-31
63,False,專案會議日程,active,這是一個技術分享與創新頭腦風暴的場合。,376,15:30:00,19:45:00,2022-07-18,2022-08-04
64,False,公司簡報檢討,active,將進行重要項目的階段性匯報與檢討。,215,07:00:00,15:15:00,2024-09-05,2024-09-09
65,False,聚會計劃,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,273,15:00:00,16:30:00,2023-10-25,2023-11-04
66,False,戶外遊戲安排,active,戶外燒烤活動購物。,530,09:15:00,11:30:00,2023-02-24,2023-03-16
67,False,策略會議總結,deleted,認真衝業績啊你各位。,958,17:45:00,19:00:00,2022-08-31,2022-09-11
68,True,小組討論安排,active,討論畢業專題計劃與初步內容框架。,756,10:00:00,22:30:00,2022-03-26,2022-04-04
69,True,公司簡報更新,active,重點更新公司的市場推廣計劃。,217,11:00:00,15:15:00,2022-08-20,2022-09-06
70,True,實驗報告分工,active,為即將舉行的模擬考制定復習計劃。,646,11:30:00,17:30:00,2023-01-13,2023-01-17
71,True,技術討論日程,active,這是一個技術分享與創新頭腦風暴的場合。,91,16:15:00,20:45:00,2024-08-13,2024-08-26
72,False,公司簡報總結,deleted,針對最新的政策變化進行應對討論。,977,07:45:00,20:30:00,2024-01-12,2024-01-23
73,False,實驗報告進度,active,討論即將到來的期末報告分工與進度。,857,13:45:00,17:45:00,2022-04-13,2022-05-02
74,False,戶外遊戲日程,active,討論好友聚會中的分工與飲料準備。,712,13:00:00,16:45:00,2024-05-08,2024-05-27
75,False,競賽準備安排,active,為即將舉行的模擬考制定復習計劃。,293,07:30:00,16:00:00,2022-09-06,2022-09-11
76,False,公司簡報日程,active,認真衝業績啊你各位。,749,13:30:00,17:45:00,2023-10-29,2023-11-18
77,False,期末報告討論,active,核對課堂筆記與學習重點。,841,10:30:00,12:00:00,2023-11-12,2023-11-19
78,False,工作坊重點,active,會議目的是整理當前的資源分配方案。,79,11:15:00,15:15:00,2022-05-14,2022-05-20
79,True,專題作業安排,active,為即將舉行的模擬考制定復習計劃。,728,10:45:00,12:30:00,2023-03-03,2023-03-08
80,False,策略會議報告,active,計劃討論公司年度報表與績效。,982,11:45:00,14:30:00,2024-02-04,2024-02-08
81,False,年度大會更新,active,計劃討論公司年度報表與績效。,958,10:00:00,16:30:00,2023-11-06,2023-11-26
82,False,工作坊更新,active,計劃討論公司年度報表與績效。,636,10:00:00,19:15:00,2022-07-28,2022-07-31
83,False,培訓活動更新,active,重點更新公司的市場推廣計劃。,625,09:30:00,16:45:00,2024-10-19,2024-11-08
84,False,實驗報告更新,active,協調團隊研究報告的內容格式與細節。,950,08:30:00,18:15:00,2023-02-19,2023-02-20
85,False,專案會議總結,active,我們將聚焦於團隊協作提升效率。,828,15:30:00,22:30:00,2024-03-08,2024-03-14
86,True,課堂簡報檢討,active,核對課堂筆記與學習重點。,273,07:15:00,16:30:00,2024-08-24,2024-08-28
87,True,小組討論計畫,active,討論實驗報告中的數據分析結果。,699,10:15:00,22:15:00,2022-09-03,2022-09-06
88,False,培訓活動報告,active,我們將聚焦於團隊協作提升效率。,675,07:30:00,12:00:00,2023-12-19,2023-12-26
89,True,專題作業計畫,active,大家來臨時報佛腳，不想被當掉 QQ。,217,11:30:00,14:30:00,2022-04-21,2022-04-22
90,False,輕鬆聚會討論,active,討論電影之夜的片單與時間。,717,08:45:00,12:00:00,2022-09-24,2022-09-24
91,True,產品研討日程,active,計劃討論公司年度報表與績效。,837,16:30:00,20:45:00,2022-11-07,2022-11-23
92,False,培訓活動檢討,active,此次聚會為團隊建設，增強凝聚力。,135,10:45:00,19:45:00,2022-01-18,2022-01-30
93,False,週末晚餐清單,deleted,計劃在郊外舉行的音樂分享會。,793,13:00:00,15:00:00,2022-04-30,2022-05-12
94,False,戶外遊戲計劃,active,討論好友聚會中的分工與飲料準備。,702,13:45:00,21:45:00,2024-10-10,2024-10-24
95,True,年度大會更新,active,認真衝業績啊你各位。,598,17:30:00,19:30:00,2022-02-25,2022-02-25
96,True,專案會議報告,active,計劃討論公司年度報表與績效。,63,15:45:00,16:45:00,2023-07-30,2023-08-08
97,True,小組討論安排,active,討論畢業專題計劃與初步內容框架。,342,13:15:00,22:00:00,2024-08-09,2024-08-28
98,False,團隊聚會檢討,active,重點更新公司的市場推廣計劃。,498,10:15:00,13:45:00,2024-02-24,2024-03-03
99,False,工作坊日程,active,將進行重要項目的階段性匯報與檢討。,747,12:30:00,21:45:00,2022-04-14,2022-04-26
100,False,專題作業分析,active,準備小組作業並確認研究方向。,970,14:00:00,15:30:00,2023-11-12,2023-11-17
101,True,培訓活動重點,active,針對最新的政策變化進行應對討論。,689,09:15:00,15:15:00,2023-03-18,2023-03-19
102,False,技術討論重點,deleted,這次會議主要討論未來的發展方向與策略。,20,08:30:00,19:00:00,2024-08-22,2024-09-08
103,False,數據分析進度,active,大家來臨時報佛腳，不想被當掉 QQ。,148,09:30:00,21:30:00,2023-06-23,2023-07-08
104,True,工作坊重點,active,計劃討論公司年度報表與績效。,416,09:15:00,20:30:00,2024-10-13,2024-10-26
105,True,戶外遊戲安排,active,討論好友聚會中的分工與飲料準備。,856,08:15:00,11:45:00,2024-09-13,2024-09-19
106,False,公司簡報安排,active,本次會議旨在解決現有的產品問題。,843,15:00:00,15:45:00,2024-06-20,2024-06-26
107,False,戶外遊戲清單,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,487,07:45:00,12:15:00,2022-04-27,2022-05-02
108,False,策略會議報告,active,這次會議主要討論未來的發展方向與策略。,893,14:30:00,15:00:00,2024-08-13,2024-08-27
109,True,技術討論計劃,active,會議目的是整理當前的資源分配方案。,655,11:45:00,16:30:00,2023-04-23,2023-05-12
110,False,產品研討報告,active,重點更新公司的市場推廣計劃。,168,11:30:00,13:45:00,2023-10-22,2023-10-22
111,False,週末晚餐安排,active,商討聚會中遊戲與活動的安排。,221,08:45:00,21:15:00,2022-01-24,2022-02-07
112,False,學習計劃總結,active,大家來臨時報佛腳，不想被當掉 QQ。,920,14:00:00,20:45:00,2022-11-09,2022-11-20
113,False,週末晚餐計畫,active,討論電影之夜的片單與時間。,351,08:45:00,15:45:00,2023-03-28,2023-03-29
114,False,公司簡報更新,active,此次聚會為團隊建設，增強凝聚力。,757,12:45:00,19:45:00,2024-08-16,2024-08-25
115,True,部門會議計劃,active,我們將聚焦於團隊協作提升效率。,640,13:30:00,13:45:00,2022-11-27,2022-12-08
116,False,戶外遊戲討論,deleted,討論電影之夜的片單與時間。,132,16:00:00,16:15:00,2023-08-29,2023-09-16
117,False,模擬考試安排,active,協調團隊研究報告的內容格式與細節。,349,14:45:00,21:00:00,2023-09-08,2023-09-24
118,False,小組討論進度,active,大家來臨時報佛腳，不想被當掉 QQ。,195,10:00:00,13:15:00,2024-06-27,2024-07-03
119,True,數據分析檢討,active,大家來臨時報佛腳，不想被當掉 QQ。,44,09:45:00,18:30:00,2024-01-23,2024-01-30
120,False,培訓活動報告,active,針對最新的政策變化進行應對討論。,520,15:45:00,21:00:00,2024-06-22,2024-07-03
121,False,聚會日程,active,討論電影之夜的片單與時間。,220,07:30:00,20:15:00,2022-06-08,2022-06-28
122,True,專題作業討論,active,協調團隊研究報告的內容格式與細節。,844,18:00:00,23:00:00,2023-02-05,2023-02-05
123,False,學習計劃進度,active,討論畢業專題計劃與初步內容框架。,371,07:45:00,20:45:00,2022-07-11,2022-07-21
124,False,工作坊總結,active,重點更新公司的市場推廣計劃。,722,08:00:00,18:30:00,2023-03-22,2023-04-08
125,True,年度大會更新,active,此次聚會為團隊建設，增強凝聚力。,351,15:00:00,21:45:00,2023-11-16,2023-11-22
126,False,興趣分享規劃,active,咖啡廳聚會，聊聊天。,189,09:15:00,18:15:00,2023-03-23,2023-03-25
127,False,週末晚餐計劃,active,輕鬆聚會，聊聊天。,711,09:30:00,19:45:00,2022-05-16,2022-05-18
128,False,輕鬆聚會主題,active,商討聚會中遊戲與活動的安排。,406,11:00:00,13:30:00,2024-01-24,2024-02-09
129,False,技術討論總結,active,我們將聚焦於團隊協作提升效率。,620,07:45:00,19:00:00,2023-08-09,2023-08-24
130,False,課堂簡報更新,active,核對課堂筆記與學習重點。,440,15:00:00,22:45:00,2022-07-27,2022-08-04
131,False,技術討論安排,active,會議目的是整理當前的資源分配方案。,70,08:00:00,20:45:00,2024-03-20,2024-04-09
132,False,部門會議日程,active,認真衝業績啊你各位。,5,09:00:00,11:00:00,2022-06-06,2022-06-21
133,False,期末報告分析,active,解決數學作業中難題的討論會。,558,15:00:00,18:15:00,2022-08-20,2022-09-01
134,False,小組討論計畫,active,討論即將到來的期末報告分工與進度。,60,07:00:00,17:30:00,2023-06-05,2023-06-13
135,False,學習計劃檢討,active,討論即將到來的期末報告分工與進度。,555,10:30:00,13:30:00,2023-09-19,2023-09-28
136,False,數據分析更新,active,準備小組作業並確認研究方向。,112,09:30:00,21:45:00,2022-08-03,2022-08-23
137,False,小組討論計畫,active,核對課堂筆記與學習重點。,453,14:45:00,18:30:00,2022-05-11,2022-05-22
138,True,咖啡廳聚會規劃,active,商討聚會中遊戲與活動的安排。,180,09:00:00,17:15:00,2022-12-04,2022-12-11
139,False,實驗報告分工,active,討論即將到來的期末報告分工與進度。,441,11:00:00,18:15:00,2023-12-10,2023-12-24
140,True,課堂簡報更新,active,為即將舉行的模擬考制定復習計劃。,329,07:45:00,22:15:00,2022-11-19,2022-11-29
141,True,工作坊計劃,active,將進行重要項目的階段性匯報與檢討。,449,10:45:00,21:00:00,2022-03-06,2022-03-06
142,False,數據分析安排,active,討論即將到來的期末報告分工與進度。,631,08:45:00,22:00:00,2023-05-26,2023-06-02
143,True,課堂簡報報告,deleted,大家來臨時報佛腳，不想被當掉 QQ。,846,13:45:00,14:45:00,2024-02-22,2024-02-24
144,False,咖啡廳聚會主題,active,咖啡廳聚會，聊聊天。,213,13:15:00,18:15:00,2024-10-10,2024-10-25
145,True,培訓活動討論,active,這是一個技術分享與創新頭腦風暴的場合。,424,07:45:00,17:00:00,2024-09-05,2024-09-08
146,True,數據分析分工,deleted,討論即將到來的期末報告分工與進度。,915,17:15:00,21:15:00,2024-07-10,2024-07-24
147,False,聚會菜單,active,戶外燒烤活動購物。,189,15:15:00,19:15:00,2022-04-21,2022-04-23
148,False,輕鬆聚會主題,active,討論電影之夜的片單與時間。,613,10:45:00,21:00:00,2023-02-24,2023-03-07
149,True,興趣分享菜單,active,計劃在郊外舉行的音樂分享會。,800,16:30:00,20:00:00,2022-09-01,2022-09-05
150,False,週末晚餐規劃,active,輕鬆聚會，聊聊天。,964,17:15:00,18:30:00,2022-08-08,2022-08-25
151,False,戶外遊戲規劃,active,計劃一場週五晚餐聚會的主題與菜單。,945,16:30:00,22:15:00,2024-01-19,2024-01-23
152,False,技術討論討論,active,重點更新公司的市場推廣計劃。,958,12:30:00,16:30:00,2022-03-10,2022-03-16
153,False,年度大會安排,active,這次會議主要討論未來的發展方向與策略。,582,17:15:00,19:30:00,2022-05-23,2022-06-05
154,False,戶外遊戲細節,active,討論好友聚會中的分工與飲料準備。,230,07:30:00,19:45:00,2022-04-23,2022-05-11
155,False,模擬考試報告,active,準備小組作業並確認研究方向。,958,08:45:00,15:00:00,2024-11-01,2024-11-15
156,False,工作坊安排,active,將進行重要項目的階段性匯報與檢討。,587,13:45:00,18:00:00,2023-10-25,2023-11-12
157,False,小組討論討論,active,核對課堂筆記與學習重點。,750,14:45:00,17:30:00,2024-09-16,2024-09-26
158,False,團隊聚會檢討,active,這次會議主要討論未來的發展方向與策略。,851,08:45:00,15:45:00,2023-07-14,2023-07-27
159,False,數據分析檢討,active,準備課堂簡報內容與練習展示技巧。,244,18:00:00,19:30:00,2023-08-08,2023-08-18
160,False,競賽準備報告,active,準備小組作業並確認研究方向。,368,09:00:00,17:30:00,2023-10-02,2023-10-18
161,False,週末晚餐安排,active,戶外燒烤活動購物。,720,09:00:00,18:15:00,2022-06-20,2022-06-21
162,False,興趣分享安排,active,商討聚會中遊戲與活動的安排。,915,17:00:00,20:45:00,2023-10-11,2023-10-22
163,False,公司簡報重點,active,這次會議主要討論未來的發展方向與策略。,612,14:30:00,17:45:00,2023-03-29,2023-04-18
164,False,專案會議安排,active,將進行重要項目的階段性匯報與檢討。,793,07:00:00,18:15:00,2024-03-22,2024-04-07
165,False,公司簡報更新,active,認真衝業績啊你各位。,110,09:30:00,16:45:00,2022-01-30,2022-02-17
166,False,實驗報告更新,active,大家來臨時報佛腳，不想被當掉 QQ。,637,12:15:00,14:00:00,2022-03-05,2022-03-21
167,False,策略會議更新,active,針對最新的政策變化進行應對討論。,427,11:45:00,17:00:00,2024-03-28,2024-04-08
168,False,學習計劃報告,active,計劃參加學術競賽並分配各自任務。,985,08:45:00,12:45:00,2024-05-07,2024-05-27
169,True,模擬考試討論,active,討論實驗報告中的數據分析結果。,706,10:15:00,20:00:00,2024-04-05,2024-04-12
170,False,策略會議報告,active,計劃討論公司年度報表與績效。,363,17:15:00,18:45:00,2022-06-30,2022-07-18
171,True,實驗報告計畫,active,計劃參加學術競賽並分配各自任務。,63,16:45:00,18:15:00,2023-02-18,2023-02-21
172,True,小組討論討論,active,大家來臨時報佛腳，不想被當掉 QQ。,219,13:15:00,18:15:00,2024-02-29,2024-03-04
173,False,週末晚餐菜單,active,戶外燒烤活動購物。,12,11:45:00,16:00:00,2023-05-31,2023-06-14
174,False,咖啡廳聚會計劃,active,計劃在郊外舉行的音樂分享會。,903,18:00:00,19:30:00,2023-02-23,2023-03-09
175,False,輕鬆聚會主題,active,輕鬆聚會，聊聊天。,30,12:15:00,18:00:00,2023-10-30,2023-11-18
176,False,年度大會計畫,active,計劃討論公司年度報表與績效。,666,11:45:00,13:30:00,2023-03-14,2023-03-26
177,False,年度大會更新,active,會議目的是整理當前的資源分配方案。,976,16:15:00,17:15:00,2023-05-19,2023-06-08
178,False,策略會議安排,deleted,這次會議主要討論未來的發展方向與策略。,222,07:15:00,11:45:00,2024-11-15,2024-11-17
179,True,產品研討討論,active,針對最新的政策變化進行應對討論。,362,11:15:00,20:00:00,2023-06-18,2023-07-02
180,True,咖啡廳聚會細節,active,輕鬆聚會，聊聊天。,635,10:30:00,19:15:00,2022-02-12,2022-02-28
181,True,聚會計劃,active,戶外燒烤活動購物。,455,07:45:00,23:00:00,2022-03-17,2022-04-02
182,True,模擬考試報告,active,大家來臨時報佛腳，不想被當掉 QQ。,608,09:30:00,12:15:00,2024-05-05,2024-05-12
183,False,聚會主題,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,770,10:00:00,22:45:00,2023-08-22,2023-08-30
184,False,小組討論計畫,active,大家來臨時報佛腳，不想被當掉 QQ。,851,14:30:00,20:00:00,2023-08-02,2023-08-22
185,True,策略會議總結,active,針對最新的政策變化進行應對討論。,30,07:15:00,15:45:00,2022-10-11,2022-10-28
186,False,模擬考試分析,active,計劃參加學術競賽並分配各自任務。,442,07:00:00,14:15:00,2022-10-11,2022-10-30
187,True,小組討論更新,active,核對課堂筆記與學習重點。,837,15:15:00,17:15:00,2022-01-30,2022-02-05
188,False,競賽準備進度,active,為即將舉行的模擬考制定復習計劃。,340,11:00:00,20:30:00,2023-10-02,2023-10-08
189,False,競賽準備計畫,deleted,為即將舉行的模擬考制定復習計劃。,63,09:00:00,16:45:00,2022-09-30,2022-10-16
190,False,輕鬆聚會計畫,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,604,09:45:00,12:15:00,2023-06-30,2023-07-16
191,False,聚會計劃,active,計劃一場週五晚餐聚會的主題與菜單。,581,09:45:00,21:45:00,2022-03-09,2022-03-22
192,False,競賽準備討論,active,協調團隊研究報告的內容格式與細節。,195,12:00:00,12:30:00,2024-07-22,2024-08-03
193,False,專題作業報告,active,為即將舉行的模擬考制定復習計劃。,527,14:15:00,20:45:00,2023-08-25,2023-09-14
194,False,實驗報告分工,active,協調團隊研究報告的內容格式與細節。,152,09:00:00,18:45:00,2024-02-15,2024-02-19
195,True,團隊聚會計劃,active,針對最新的政策變化進行應對討論。,770,12:15:00,22:15:00,2023-01-13,2023-01-29
196,False,部門會議檢討,active,這次會議主要討論未來的發展方向與策略。,710,18:00:00,21:15:00,2023-08-15,2023-08-28
197,False,學習計劃計畫,deleted,準備小組作業並確認研究方向。,195,13:45:00,22:00:00,2024-07-14,2024-07-27
198,True,競賽準備總結,active,解決數學作業中難題的討論會。,500,13:30:00,18:15:00,2022-09-04,2022-09-18
199,True,課堂簡報總結,active,計劃參加學術競賽並分配各自任務。,722,10:30:00,12:45:00,2024-04-25,2024-04-29
200,False,週末晚餐計劃,active,戶外燒烤活動購物。,455,08:45:00,21:45:00,2023-02-23,2023-03-14
201,False,期末報告分工,deleted,討論即將到來的期末報告分工與進度。,491,08:00:00,11:45:00,2022-03-29,2022-04-18
202,False,聚會討論,active,決定週末桌遊活動的地點與人數。,288,17:45:00,20:15:00,2023-11-26,2023-11-28
203,False,專題作業報告,active,解決數學作業中難題的討論會。,274,11:00:00,16:45:00,2023-06-19,2023-07-08
204,True,興趣分享安排,active,討論電影之夜的片單與時間。,538,11:15:00,12:00:00,2024-07-30,2024-08-11
205,False,戶外遊戲計劃,active,商討聚會中遊戲與活動的安排。,186,08:45:00,19:00:00,2022-09-19,2022-09-30
206,False,咖啡廳聚會計畫,active,計劃在郊外舉行的音樂分享會。,306,10:15:00,18:45:00,2022-11-20,2022-11-29
207,False,競賽準備更新,active,計劃參加學術競賽並分配各自任務。,970,14:30:00,15:15:00,2022-06-20,2022-07-01
208,True,咖啡廳聚會規劃,active,計劃在郊外舉行的音樂分享會。,379,10:00:00,17:45:00,2022-11-01,2022-11-08
209,True,期末報告總結,active,協調團隊研究報告的內容格式與細節。,763,17:30:00,21:15:00,2024-11-21,2024-12-05
210,False,輕鬆聚會安排,active,商討聚會中遊戲與活動的安排。,182,15:45:00,22:15:00,2023-11-17,2023-11-20
211,False,工作坊安排,active,認真衝業績啊你各位。,352,13:45:00,14:00:00,2023-07-04,2023-07-14
212,False,學習計劃討論,active,討論即將到來的期末報告分工與進度。,735,17:00:00,20:15:00,2023-01-03,2023-01-23
213,False,戶外遊戲清單,active,計劃在郊外舉行的音樂分享會。,558,17:00:00,18:00:00,2022-06-22,2022-06-25
214,False,週末晚餐主題,active,商討聚會中遊戲與活動的安排。,61,08:30:00,13:45:00,2024-03-15,2024-03-21
215,False,團隊聚會總結,active,會議目的是整理當前的資源分配方案。,837,07:45:00,18:45:00,2023-02-13,2023-03-03
216,False,年度大會更新,active,針對最新的政策變化進行應對討論。,523,12:15:00,20:00:00,2022-07-23,2022-08-04
217,False,年度大會日程,active,本次會議旨在解決現有的產品問題。,668,13:45:00,21:00:00,2023-07-05,2023-07-24
218,True,專題作業更新,active,核對課堂筆記與學習重點。,744,15:15:00,15:45:00,2023-12-06,2023-12-19
219,True,週末晚餐菜單,active,輕鬆聚會，聊聊天。,527,08:45:00,19:45:00,2022-02-05,2022-02-05
220,True,輕鬆聚會菜單,active,決定週末桌遊活動的地點與人數。,437,15:30:00,20:30:00,2023-10-07,2023-10-13
221,True,部門會議檢討,active,重點更新公司的市場推廣計劃。,260,10:00:00,11:30:00,2024-08-18,2024-08-31
222,False,興趣分享計畫,active,討論電影之夜的片單與時間。,964,15:45:00,17:30:00,2023-05-11,2023-05-12
223,False,工作坊更新,active,本次會議旨在解決現有的產品問題。,229,08:45:00,22:00:00,2022-01-24,2022-02-02
224,False,專題作業分工,deleted,協調團隊研究報告的內容格式與細節。,376,10:45:00,14:30:00,2022-12-17,2022-12-26
225,True,實驗報告更新,active,準備小組作業並確認研究方向。,668,11:30:00,14:15:00,2024-11-23,2024-11-24
226,False,聚會日程,active,討論電影之夜的片單與時間。,149,10:00:00,13:45:00,2023-06-21,2023-06-22
227,True,數據分析進度,active,計劃參加學術競賽並分配各自任務。,222,13:30:00,18:45:00,2022-08-19,2022-08-19
228,False,專案會議日程,active,重點更新公司的市場推廣計劃。,177,11:15:00,20:00:00,2024-01-14,2024-01-18
