id,is_public,name,status,description,holder_id,start_time,end_time,start_date,end_date,duration
30,True,培訓活動日程,active,將進行重要項目的階段性匯報與檢討。,213,11:45:00,18:15:00,2023-01-16,2023-01-31,2 hours 45 minutes
31,True,期末報告分析,active,計劃參加學術競賽並分配各自任務。,922,14:15:00,17:30:00,2023-07-05,2023-07-06,1 hours 45 minutes
32,False,產品研討檢討,active,針對最新的政策變化進行應對討論。,107,12:00:00,16:30:00,2024-10-23,2024-10-28,2 hours 45 minutes
33,False,技術討論計畫,active,這是一個技術分享與創新頭腦風暴的場合。,483,09:15:00,18:15:00,2024-01-29,2024-01-29,1 hours 0 minutes
34,False,戶外遊戲主題,active,商討聚會中遊戲與活動的安排。,143,13:15:00,22:45:00,2022-05-03,2022-05-07,1 hours 30 minutes
35,False,策略會議總結,active,認真衝業績啊你各位。,474,09:45:00,14:30:00,2023-01-19,2023-02-01,2 hours 15 minutes
36,True,公司簡報檢討,active,這次會議主要討論未來的發展方向與策略。,227,14:30:00,18:15:00,2023-08-13,2023-08-22,0 hours 30 minutes
37,False,競賽準備分析,active,準備課堂簡報內容與練習展示技巧。,327,16:15:00,19:45:00,2024-09-18,2024-09-25,2 hours 30 minutes
38,True,週末晚餐細節,active,戶外燒烤活動購物。,90,09:00:00,14:00:00,2024-04-29,2024-05-03,2 hours 45 minutes
39,False,數據分析更新,active,準備課堂簡報內容與練習展示技巧。,642,08:00:00,15:30:00,2022-01-15,2022-01-17,1 hours 0 minutes
40,False,技術討論討論,deleted,重點更新公司的市場推廣計劃。,977,07:15:00,20:15:00,2023-03-12,2023-03-18,1 hours 0 minutes
41,False,聚會規劃,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,305,10:15:00,12:15:00,2023-04-27,2023-05-01,3 hours 0 minutes
42,True,培訓活動計劃,deleted,這次會議主要討論未來的發展方向與策略。,499,09:45:00,17:15:00,2023-11-23,2023-12-03,1 hours 45 minutes
43,False,實驗報告分析,active,大家來臨時報佛腳，不想被當掉 QQ。,715,10:45:00,22:30:00,2024-07-29,2024-07-30,1 hours 30 minutes
44,False,技術討論檢討,active,這次會議主要討論未來的發展方向與策略。,327,08:00:00,20:00:00,2023-09-18,2023-09-29,0 hours 45 minutes
45,True,期末報告分工,active,為即將舉行的模擬考制定復習計劃。,583,07:45:00,15:00:00,2023-03-11,2023-03-28,0 hours 15 minutes
46,True,培訓活動討論,deleted,這是一個技術分享與創新頭腦風暴的場合。,555,12:30:00,15:30:00,2023-05-20,2023-06-02,2 hours 15 minutes
47,False,週末晚餐日程,active,咖啡廳聚會，聊聊天。,849,14:45:00,20:45:00,2024-04-18,2024-04-30,0 hours 15 minutes
48,False,部門會議討論,deleted,將進行重要項目的階段性匯報與檢討。,691,07:45:00,18:45:00,2023-12-20,2024-01-05,1 hours 15 minutes
49,False,專題作業報告,active,為即將舉行的模擬考制定復習計劃。,138,14:45:00,18:30:00,2022-04-29,2022-05-15,0 hours 30 minutes
50,False,興趣分享安排,active,計劃在郊外舉行的音樂分享會。,757,09:30:00,21:00:00,2022-03-26,2022-04-10,0 hours 15 minutes
51,False,週末晚餐菜單,active,咖啡廳聚會，聊聊天。,503,12:00:00,19:15:00,2023-07-26,2023-07-29,2 hours 45 minutes
52,False,小組討論更新,deleted,討論實驗報告中的數據分析結果。,222,15:45:00,18:30:00,2022-02-18,2022-03-04,1 hours 15 minutes
53,False,聚會計畫,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,990,08:30:00,22:00:00,2022-02-24,2022-03-16,1 hours 15 minutes
54,False,公司簡報計劃,active,這是一個技術分享與創新頭腦風暴的場合。,163,10:00:00,14:45:00,2023-09-26,2023-10-06,3 hours 0 minutes
55,True,輕鬆聚會計畫,active,討論電影之夜的片單與時間。,721,11:15:00,13:45:00,2023-11-13,2023-11-15,2 hours 15 minutes
56,True,數據分析總結,active,核對課堂筆記與學習重點。,173,17:30:00,22:30:00,2022-05-22,2022-05-24,2 hours 15 minutes
57,False,學習計劃分工,active,準備小組作業並確認研究方向。,69,13:45:00,14:15:00,2023-03-01,2023-03-13,1 hours 0 minutes
58,False,產品研討重點,deleted,這是一個技術分享與創新頭腦風暴的場合。,848,13:30:00,14:45:00,2023-05-28,2023-06-09,2 hours 0 minutes
59,True,專題作業檢討,active,準備小組作業並確認研究方向。,148,15:15:00,21:00:00,2023-11-25,2023-11-26,0 hours 45 minutes
60,False,輕鬆聚會日程,active,討論好友聚會中的分工與飲料準備。,406,10:15:00,12:30:00,2022-08-03,2022-08-08,2 hours 30 minutes
61,False,年度大會重點,deleted,這次會議主要討論未來的發展方向與策略。,444,10:30:00,19:30:00,2023-03-17,2023-03-19,2 hours 0 minutes
62,False,聚會計畫,active,咖啡廳聚會，聊聊天。,54,13:15:00,17:00:00,2023-11-10,2023-11-30,0 hours 30 minutes
63,False,技術討論安排,active,本次會議旨在解決現有的產品問題。,911,16:30:00,18:00:00,2022-12-12,2022-12-24,2 hours 30 minutes
64,False,產品研討檢討,active,此次聚會為團隊建設，增強凝聚力。,918,10:00:00,15:15:00,2023-04-27,2023-05-17,1 hours 45 minutes
65,False,戶外遊戲日程,active,戶外燒烤活動購物。,197,13:00:00,17:30:00,2024-02-25,2024-03-05,1 hours 30 minutes
66,True,聚會菜單,active,討論好友聚會中的分工與飲料準備。,813,12:30:00,22:15:00,2022-07-13,2022-08-02,3 hours 0 minutes
67,False,數據分析討論,active,為即將舉行的模擬考制定復習計劃。,282,14:00:00,16:00:00,2023-12-06,2023-12-10,3 hours 0 minutes
68,False,興趣分享規劃,active,輕鬆聚會，聊聊天。,962,10:30:00,22:00:00,2024-02-06,2024-02-18,3 hours 0 minutes
69,False,輕鬆聚會細節,active,計劃一場週五晚餐聚會的主題與菜單。,910,10:45:00,20:30:00,2022-04-04,2022-04-23,1 hours 30 minutes
70,False,年度大會報告,deleted,我們將聚焦於團隊協作提升效率。,640,08:15:00,19:45:00,2023-02-09,2023-02-15,2 hours 45 minutes
71,True,年度大會計劃,active,會議目的是整理當前的資源分配方案。,573,15:15:00,20:30:00,2022-02-26,2022-03-09,0 hours 45 minutes
72,True,課堂簡報分工,active,大家來臨時報佛腳，不想被當掉 QQ。,96,14:45:00,19:45:00,2022-09-10,2022-09-25,2 hours 45 minutes
73,False,模擬考試檢討,active,核對課堂筆記與學習重點。,734,07:45:00,12:15:00,2023-03-05,2023-03-16,0 hours 15 minutes
74,False,技術討論報告,active,針對最新的政策變化進行應對討論。,395,14:00:00,22:15:00,2024-03-03,2024-03-10,2 hours 0 minutes
75,False,競賽準備總結,deleted,討論即將到來的期末報告分工與進度。,198,09:00:00,18:00:00,2023-06-13,2023-06-26,0 hours 45 minutes
76,True,產品研討計劃,active,認真衝業績啊你各位。,526,11:00:00,19:15:00,2022-02-16,2022-02-24,1 hours 0 minutes
77,True,戶外遊戲計畫,active,討論好友聚會中的分工與飲料準備。,634,12:15:00,13:00:00,2024-10-19,2024-10-20,1 hours 0 minutes
78,False,期末報告安排,active,核對課堂筆記與學習重點。,799,10:00:00,17:30:00,2022-08-21,2022-08-31,0 hours 45 minutes
79,False,培訓活動報告,active,我們將聚焦於團隊協作提升效率。,398,10:45:00,14:00:00,2024-10-23,2024-10-30,1 hours 30 minutes
80,True,專案會議日程,active,這是一個技術分享與創新頭腦風暴的場合。,407,07:00:00,19:30:00,2023-09-10,2023-09-20,1 hours 0 minutes
81,False,戶外遊戲菜單,active,計劃一場週五晚餐聚會的主題與菜單。,614,15:45:00,19:30:00,2022-05-13,2022-05-29,0 hours 30 minutes
82,True,技術討論更新,active,針對最新的政策變化進行應對討論。,68,14:00:00,21:30:00,2023-05-07,2023-05-11,1 hours 45 minutes
83,False,策略會議更新,active,這次會議主要討論未來的發展方向與策略。,300,13:45:00,17:00:00,2024-01-24,2024-01-25,2 hours 30 minutes
84,False,策略會議更新,active,計劃討論公司年度報表與績效。,316,11:00:00,16:00:00,2023-03-27,2023-04-10,2 hours 15 minutes
85,True,部門會議計劃,active,本次會議旨在解決現有的產品問題。,984,08:15:00,18:00:00,2023-06-12,2023-06-14,1 hours 30 minutes
86,True,年度大會安排,active,這是一個技術分享與創新頭腦風暴的場合。,15,10:45:00,16:00:00,2023-04-12,2023-05-02,3 hours 0 minutes
87,True,團隊聚會日程,active,重點更新公司的市場推廣計劃。,74,10:30:00,21:30:00,2022-03-22,2022-04-04,3 hours 0 minutes
88,True,專題作業分工,active,準備小組作業並確認研究方向。,907,13:30:00,16:00:00,2023-08-30,2023-09-12,0 hours 45 minutes
89,False,部門會議日程,active,這次會議主要討論未來的發展方向與策略。,714,13:00:00,20:45:00,2023-09-29,2023-10-10,2 hours 45 minutes
90,False,戶外遊戲討論,active,計劃在郊外舉行的音樂分享會。,560,07:15:00,16:15:00,2023-08-24,2023-09-08,2 hours 0 minutes
91,True,團隊聚會討論,active,認真衝業績啊你各位。,959,07:15:00,14:00:00,2024-09-24,2024-10-12,0 hours 30 minutes
92,False,年度大會討論,active,計劃討論公司年度報表與績效。,442,07:45:00,11:45:00,2022-06-02,2022-06-08,2 hours 0 minutes
93,False,週末晚餐討論,active,輕鬆聚會，聊聊天。,746,09:15:00,19:00:00,2024-10-07,2024-10-19,3 hours 0 minutes
94,False,課堂簡報檢討,deleted,討論即將到來的期末報告分工與進度。,15,12:00:00,17:15:00,2022-06-27,2022-07-01,3 hours 0 minutes
95,True,輕鬆聚會主題,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,711,10:30:00,21:30:00,2023-02-21,2023-03-06,0 hours 45 minutes
96,False,課堂簡報計畫,active,討論即將到來的期末報告分工與進度。,580,12:30:00,15:45:00,2023-10-18,2023-10-26,1 hours 15 minutes
97,False,期末報告計畫,active,討論即將到來的期末報告分工與進度。,731,09:15:00,17:45:00,2024-12-02,2024-12-15,0 hours 30 minutes
98,False,咖啡廳聚會主題,active,計劃一場週五晚餐聚會的主題與菜單。,180,13:00:00,22:00:00,2024-08-19,2024-08-24,1 hours 0 minutes
99,False,部門會議安排,active,我們將聚焦於團隊協作提升效率。,929,17:30:00,21:30:00,2023-01-05,2023-01-09,0 hours 30 minutes
100,True,部門會議報告,active,這次會議主要討論未來的發展方向與策略。,958,07:30:00,20:45:00,2022-03-07,2022-03-20,2 hours 30 minutes
101,False,興趣分享安排,active,戶外燒烤活動購物。,580,12:15:00,19:15:00,2023-09-28,2023-10-13,1 hours 45 minutes
102,False,專案會議重點,deleted,計劃討論公司年度報表與績效。,949,14:00:00,17:00:00,2024-10-08,2024-10-27,2 hours 0 minutes
103,False,年度大會安排,active,本次會議旨在解決現有的產品問題。,929,15:15:00,18:45:00,2022-01-17,2022-02-06,2 hours 30 minutes
104,False,部門會議計劃,active,我們將聚焦於團隊協作提升效率。,524,13:00:00,21:45:00,2024-07-30,2024-08-12,2 hours 0 minutes
105,True,公司簡報更新,deleted,本次會議旨在解決現有的產品問題。,777,15:45:00,17:00:00,2022-12-29,2023-01-07,1 hours 30 minutes
106,False,戶外遊戲菜單,deleted,戶外燒烤活動購物。,555,15:00:00,17:45:00,2022-07-11,2022-07-21,2 hours 45 minutes
107,True,工作坊安排,active,這次會議主要討論未來的發展方向與策略。,802,11:30:00,22:45:00,2024-11-12,2024-11-14,1 hours 30 minutes
108,False,實驗報告進度,active,準備小組作業並確認研究方向。,645,08:00:00,17:00:00,2024-05-08,2024-05-27,0 hours 15 minutes
109,False,輕鬆聚會日程,active,戶外燒烤活動購物。,326,10:30:00,16:30:00,2022-03-27,2022-04-16,1 hours 45 minutes
110,False,公司簡報安排,active,重點更新公司的市場推廣計劃。,75,12:30:00,20:15:00,2022-08-09,2022-08-22,0 hours 30 minutes
111,True,學習計劃討論,active,協調團隊研究報告的內容格式與細節。,507,07:45:00,11:00:00,2024-11-18,2024-11-21,1 hours 45 minutes
112,False,戶外遊戲細節,active,戶外燒烤活動購物。,679,10:45:00,16:45:00,2023-10-28,2023-11-07,1 hours 15 minutes
113,False,咖啡廳聚會計畫,active,咖啡廳聚會，聊聊天。,323,10:15:00,14:15:00,2023-02-19,2023-02-22,2 hours 0 minutes
114,False,興趣分享討論,active,計劃一場週五晚餐聚會的主題與菜單。,298,12:00:00,12:30:00,2022-04-10,2022-04-29,3 hours 0 minutes
115,False,數據分析進度,deleted,協調團隊研究報告的內容格式與細節。,278,09:45:00,22:45:00,2024-01-30,2024-02-17,2 hours 15 minutes
116,False,輕鬆聚會討論,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,5,11:15:00,17:15:00,2023-02-10,2023-02-26,2 hours 30 minutes
117,False,年度大會討論,deleted,此次聚會為團隊建設，增強凝聚力。,331,16:00:00,18:45:00,2024-03-27,2024-04-05,1 hours 45 minutes
118,True,咖啡廳聚會討論,active,輕鬆聚會，聊聊天。,582,10:00:00,22:30:00,2022-09-16,2022-10-06,2 hours 15 minutes
119,False,數據分析分工,active,解決數學作業中難題的討論會。,315,07:15:00,19:30:00,2022-09-18,2022-09-19,1 hours 15 minutes
120,False,團隊聚會討論,active,這次會議主要討論未來的發展方向與策略。,684,10:45:00,14:00:00,2022-08-23,2022-08-24,1 hours 15 minutes
121,False,期末報告進度,active,為即將舉行的模擬考制定復習計劃。,200,08:45:00,21:15:00,2023-09-22,2023-09-27,2 hours 30 minutes
122,False,聚會計畫,active,決定週末桌遊活動的地點與人數。,825,12:15:00,17:15:00,2022-11-18,2022-11-19,0 hours 45 minutes
123,False,數據分析報告,active,準備課堂簡報內容與練習展示技巧。,560,15:15:00,21:15:00,2022-07-23,2022-07-23,1 hours 0 minutes
124,False,聚會討論,active,討論好友聚會中的分工與飲料準備。,634,11:30:00,12:00:00,2023-10-20,2023-10-21,1 hours 45 minutes
125,True,興趣分享主題,active,商討聚會中遊戲與活動的安排。,697,08:15:00,15:15:00,2022-09-07,2022-09-27,2 hours 15 minutes
126,True,戶外遊戲菜單,active,咖啡廳聚會，聊聊天。,679,15:45:00,17:30:00,2024-07-06,2024-07-11,1 hours 0 minutes
127,False,技術討論總結,active,認真衝業績啊你各位。,194,09:00:00,14:30:00,2024-01-06,2024-01-19,0 hours 30 minutes
128,False,輕鬆聚會主題,active,商討聚會中遊戲與活動的安排。,569,16:45:00,19:00:00,2024-08-25,2024-08-28,2 hours 0 minutes
129,False,專題作業討論,active,計劃參加學術競賽並分配各自任務。,369,15:15:00,19:15:00,2022-03-13,2022-03-22,0 hours 30 minutes
130,False,技術討論總結,active,認真衝業績啊你各位。,675,16:00:00,19:00:00,2022-04-05,2022-04-08,2 hours 45 minutes
131,True,工作坊計劃,deleted,這次會議主要討論未來的發展方向與策略。,597,17:30:00,18:00:00,2024-05-12,2024-05-30,2 hours 30 minutes
132,False,專案會議安排,active,我們將聚焦於團隊協作提升效率。,606,09:45:00,11:00:00,2024-04-28,2024-05-06,0 hours 30 minutes
133,False,小組討論討論,active,準備小組作業並確認研究方向。,166,13:30:00,16:30:00,2023-08-16,2023-09-01,1 hours 15 minutes
134,True,策略會議計畫,active,會議目的是整理當前的資源分配方案。,798,09:00:00,11:15:00,2023-10-20,2023-11-01,1 hours 45 minutes
135,False,輕鬆聚會討論,active,咖啡廳聚會，聊聊天。,240,09:30:00,16:45:00,2024-01-26,2024-02-08,2 hours 15 minutes
136,False,小組討論安排,active,大家來臨時報佛腳，不想被當掉 QQ。,154,07:15:00,12:30:00,2024-02-19,2024-02-27,0 hours 30 minutes
137,False,團隊聚會報告,active,此次聚會為團隊建設，增強凝聚力。,929,12:30:00,14:30:00,2022-01-16,2022-01-18,1 hours 45 minutes
138,True,小組討論總結,active,準備小組作業並確認研究方向。,666,10:15:00,20:00:00,2023-06-15,2023-07-05,2 hours 0 minutes
139,False,週末晚餐細節,deleted,輕鬆聚會，聊聊天。,382,10:15:00,15:45:00,2024-07-31,2024-08-19,2 hours 45 minutes
140,True,咖啡廳聚會細節,active,計劃在郊外舉行的音樂分享會。,183,09:45:00,12:30:00,2024-11-17,2024-12-04,1 hours 45 minutes
141,False,工作坊檢討,active,將進行重要項目的階段性匯報與檢討。,974,10:15:00,11:00:00,2024-02-24,2024-02-25,1 hours 0 minutes
142,False,工作坊更新,deleted,重點更新公司的市場推廣計劃。,939,12:15:00,14:00:00,2022-06-13,2022-06-22,0 hours 45 minutes
143,False,年度大會計畫,active,認真衝業績啊你各位。,886,15:30:00,17:45:00,2024-11-27,2024-12-04,0 hours 30 minutes
144,True,週末晚餐細節,active,計劃一場週五晚餐聚會的主題與菜單。,206,08:15:00,13:30:00,2023-09-22,2023-10-05,2 hours 15 minutes
145,True,戶外遊戲主題,active,輕鬆聚會，聊聊天。,983,10:30:00,19:15:00,2023-02-12,2023-02-17,2 hours 30 minutes
146,False,策略會議報告,active,計劃討論公司年度報表與績效。,706,12:15:00,17:15:00,2023-11-24,2023-11-24,1 hours 0 minutes
147,False,課堂簡報安排,active,準備課堂簡報內容與練習展示技巧。,556,11:15:00,16:30:00,2023-12-21,2023-12-28,1 hours 0 minutes
148,False,部門會議討論,active,這次會議主要討論未來的發展方向與策略。,752,07:45:00,21:30:00,2024-02-28,2024-03-19,2 hours 30 minutes
149,False,模擬考試檢討,active,大家來臨時報佛腳，不想被當掉 QQ。,792,07:15:00,22:30:00,2023-02-17,2023-03-03,1 hours 30 minutes
150,True,小組討論進度,active,解決數學作業中難題的討論會。,674,11:30:00,22:15:00,2024-09-05,2024-09-05,0 hours 45 minutes
151,False,工作坊更新,active,會議目的是整理當前的資源分配方案。,444,16:15:00,23:00:00,2022-02-01,2022-02-07,0 hours 15 minutes
152,False,咖啡廳聚會計畫,active,戶外燒烤活動購物。,764,08:15:00,13:15:00,2023-12-13,2023-12-16,1 hours 45 minutes
153,False,興趣分享規劃,active,商討聚會中遊戲與活動的安排。,433,16:00:00,20:15:00,2023-07-10,2023-07-24,1 hours 30 minutes
154,False,咖啡廳聚會細節,active,戶外燒烤活動購物。,538,15:15:00,15:45:00,2022-02-09,2022-02-11,2 hours 45 minutes
155,True,興趣分享計畫,active,計劃一場週五晚餐聚會的主題與菜單。,255,08:15:00,21:00:00,2023-12-09,2023-12-14,1 hours 30 minutes
156,False,培訓活動計畫,active,計劃討論公司年度報表與績效。,574,09:30:00,17:30:00,2023-06-26,2023-07-02,2 hours 0 minutes
157,True,興趣分享計劃,active,輕鬆聚會，聊聊天。,599,07:00:00,17:15:00,2023-06-01,2023-06-03,1 hours 45 minutes
158,True,聚會計畫,active,計劃在郊外舉行的音樂分享會。,334,15:15:00,20:00:00,2022-11-27,2022-11-29,2 hours 30 minutes
159,True,小組討論分工,active,大家來臨時報佛腳，不想被當掉 QQ。,309,17:30:00,22:00:00,2023-09-17,2023-10-02,2 hours 30 minutes
160,False,咖啡廳聚會討論,active,討論好友聚會中的分工與飲料準備。,806,14:45:00,18:15:00,2024-06-23,2024-07-10,0 hours 45 minutes
161,False,專題作業更新,active,計劃參加學術競賽並分配各自任務。,88,07:30:00,11:15:00,2024-03-19,2024-03-24,0 hours 15 minutes
162,True,專案會議更新,active,計劃討論公司年度報表與績效。,604,10:00:00,18:30:00,2024-01-27,2024-02-07,2 hours 30 minutes
163,False,咖啡廳聚會計畫,deleted,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,100,08:00:00,21:45:00,2022-10-26,2022-11-01,2 hours 15 minutes
164,False,產品研討總結,active,重點更新公司的市場推廣計劃。,878,09:45:00,21:45:00,2023-04-04,2023-04-16,1 hours 45 minutes
165,False,輕鬆聚會討論,active,戶外燒烤活動購物。,72,10:15:00,11:15:00,2022-07-09,2022-07-13,1 hours 15 minutes
166,False,策略會議計劃,active,會議目的是整理當前的資源分配方案。,873,10:15:00,21:45:00,2024-04-15,2024-04-26,2 hours 30 minutes
167,False,聚會規劃,active,決定週末桌遊活動的地點與人數。,136,14:15:00,21:15:00,2023-07-27,2023-08-09,0 hours 30 minutes
168,False,技術討論總結,active,會議目的是整理當前的資源分配方案。,922,13:00:00,13:45:00,2023-11-08,2023-11-27,0 hours 15 minutes
169,False,聚會清單,active,計劃一場週五晚餐聚會的主題與菜單。,15,14:15:00,19:45:00,2023-09-21,2023-10-05,3 hours 0 minutes
170,False,部門會議更新,active,此次聚會為團隊建設，增強凝聚力。,860,10:15:00,18:45:00,2023-05-14,2023-05-29,1 hours 0 minutes
171,False,戶外遊戲計劃,active,商討聚會中遊戲與活動的安排。,131,14:00:00,22:15:00,2024-11-04,2024-11-22,1 hours 0 minutes
172,True,專題作業檢討,deleted,核對課堂筆記與學習重點。,367,08:00:00,11:00:00,2023-10-16,2023-10-23,1 hours 45 minutes
173,False,培訓活動安排,active,這是一個技術分享與創新頭腦風暴的場合。,246,12:45:00,19:15:00,2024-03-01,2024-03-17,2 hours 0 minutes
174,True,技術討論安排,active,計劃討論公司年度報表與績效。,685,13:15:00,23:00:00,2024-01-19,2024-01-20,2 hours 30 minutes
175,False,學習計劃分工,active,計劃參加學術競賽並分配各自任務。,735,17:45:00,22:00:00,2023-08-31,2023-09-06,1 hours 15 minutes
176,True,部門會議更新,active,這是一個技術分享與創新頭腦風暴的場合。,385,09:15:00,22:45:00,2022-05-04,2022-05-07,1 hours 0 minutes
177,False,技術討論重點,active,這是一個技術分享與創新頭腦風暴的場合。,186,14:00:00,19:00:00,2022-05-06,2022-05-25,1 hours 45 minutes
178,True,咖啡廳聚會清單,active,計劃在郊外舉行的音樂分享會。,551,11:45:00,16:15:00,2024-06-22,2024-06-26,2 hours 30 minutes
179,False,期末報告分析,active,討論實驗報告中的數據分析結果。,721,09:30:00,13:30:00,2024-11-07,2024-11-08,0 hours 45 minutes
180,True,競賽準備分析,active,準備小組作業並確認研究方向。,597,10:15:00,21:30:00,2023-06-15,2023-06-20,3 hours 0 minutes
181,True,工作坊計畫,active,這次會議主要討論未來的發展方向與策略。,540,13:15:00,22:15:00,2023-04-27,2023-05-15,2 hours 15 minutes
182,False,團隊聚會重點,active,認真衝業績啊你各位。,892,17:45:00,23:00:00,2023-07-30,2023-08-04,0 hours 15 minutes
183,True,培訓活動總結,active,這是一個技術分享與創新頭腦風暴的場合。,33,16:30:00,22:00:00,2024-08-08,2024-08-23,0 hours 15 minutes
184,False,小組討論總結,active,大家來臨時報佛腳，不想被當掉 QQ。,917,11:45:00,22:00:00,2023-04-05,2023-04-21,1 hours 30 minutes
185,False,工作坊日程,active,會議目的是整理當前的資源分配方案。,918,07:45:00,21:15:00,2022-01-06,2022-01-19,1 hours 15 minutes
186,False,數據分析安排,active,討論畢業專題計劃與初步內容框架。,435,07:30:00,13:30:00,2023-11-30,2023-12-17,2 hours 0 minutes
187,False,專案會議更新,active,針對最新的政策變化進行應對討論。,767,09:45:00,22:00:00,2022-03-10,2022-03-24,2 hours 30 minutes
188,False,培訓活動計畫,active,針對最新的政策變化進行應對討論。,348,08:00:00,14:45:00,2022-11-19,2022-12-05,1 hours 30 minutes
189,True,學習計劃更新,active,解決數學作業中難題的討論會。,332,08:30:00,21:00:00,2024-03-06,2024-03-14,2 hours 45 minutes
190,False,興趣分享規劃,active,討論好友聚會中的分工與飲料準備。,349,07:30:00,20:45:00,2023-03-16,2023-03-23,3 hours 0 minutes
191,True,戶外遊戲菜單,active,計劃一場週五晚餐聚會的主題與菜單。,936,11:15:00,14:15:00,2022-05-25,2022-05-28,0 hours 45 minutes
192,False,工作坊日程,active,認真衝業績啊你各位。,313,11:45:00,20:00:00,2024-02-20,2024-03-08,1 hours 30 minutes
